,Unnamed: 0,Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,year,Specific_Boroughs_Air
13310,13310,628581,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2015-2017,01/01/2015,18.2,,2015,Bronx
13311,13311,131460,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,102,Northeast Bronx,2009-2011,01/01/2009,16.2,,2009,Bronx
13312,13312,518841,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",UHF42,102,Northeast Bronx,2012-2014,01/02/2012,12.96085012,,2012,Bronx
13313,13313,628579,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,4,Queens,2015-2017,01/01/2015,15.5,,2015,Queens
13314,13314,518838,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,4,Queens,2012-2014,01/02/2012,11.06004901,,2012,Queens
13315,13315,131506,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,5,Staten Island,2009-2011,01/01/2009,16.3,,2009,Staten Island
13316,13316,130978,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,5,Staten Island,2005-2007,01/01/2005,25.2,,2005,Staten Island
13317,13317,518839,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,5,Staten Island,2012-2014,01/02/2012,12.39301768,,2012,Staten Island
13318,13318,628580,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,5,Staten Island,2015-2017,01/01/2015,17.0,,2015,Staten Island
13319,13319,130976,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,3,Manhattan,2005-2007,01/01/2005,22.4,,2005,Manhattan
13320,13320,131504,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,3,Manhattan,2009-2011,01/01/2009,15.0,,2009,Manhattan
13321,13321,518837,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,3,Manhattan,2012-2014,01/02/2012,12.26170084,,2012,Manhattan
13322,13322,628578,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,3,Manhattan,2015-2017,01/01/2015,14.6,,2015,Manhattan
13323,13323,130977,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,4,Queens,2005-2007,01/01/2005,21.8,,2005,Queens
13324,13324,131505,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,4,Queens,2009-2011,01/01/2009,15.8,,2009,Queens
13325,13325,518882,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Citywide,1,New York City,2012-2014,01/02/2012,13.17315564,,2012,N/A
13326,13326,130973,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Citywide,1,New York City,2005-2007,01/01/2005,25.7,,2005,N/A
13327,13327,130975,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,2,Brooklyn,2005-2007,01/01/2005,29.3,,2005,Brooklyn
13328,13328,628577,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,2,Brooklyn,2015-2017,01/01/2015,18.2,,2015,Brooklyn
13329,13329,131503,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,2,Brooklyn,2009-2011,01/01/2009,20.6,,2009,Brooklyn
13330,13330,518836,651,PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,2,Brooklyn,2012-2014,01/02/2012,14.80425168,,2012,Brooklyn
13331,13331,518691,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,1,Bronx,2012-2014,01/02/2012,5.0,,2012,Bronx
13332,13332,629152,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,1,Bronx,2015-2017,01/01/2015,4.6,,2015,Bronx
13333,13333,518738,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Citywide,1,New York City,2012-2014,01/02/2012,5.0,,2012,N/A
13334,13334,131021,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Citywide,1,New York City,2005-2007,01/01/2005,4.9,,2005,N/A
13335,13335,151425,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Citywide,1,New York City,2009-2011,01/01/2009,4.7,,2009,N/A
13336,13336,629199,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Citywide,1,New York City,2015-2017,01/01/2015,4.8,,2015,N/A
13337,13337,151424,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,504,South Beach - Tottenville,2009-2011,01/01/2009,7.3,,2009,Staten Island
13338,13338,518737,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,504,South Beach - Tottenville,2012-2014,01/02/2012,7.2,,2012,Staten Island
13339,13339,629198,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,504,South Beach - Tottenville,2015-2017,01/01/2015,7.7,,2015,Staten Island
13340,13340,131020,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,504,South Beach - Tottenville,2005-2007,01/01/2005,7.5,,2005,Staten Island
13341,13341,151426,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,1,Bronx,2009-2011,01/01/2009,4.1,,2009,Bronx
13342,13342,131022,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,1,Bronx,2005-2007,01/01/2005,3.9,,2005,Bronx
13343,13343,518735,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,502,Stapleton - St. George,2012-2014,01/02/2012,7.9,,2012,Staten Island
13344,13344,629196,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,502,Stapleton - St. George,2015-2017,01/01/2015,8.4,,2015,Staten Island
13345,13345,131019,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,503,Willowbrook,2005-2007,01/01/2005,9.3,,2005,Staten Island
13346,13346,518736,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,503,Willowbrook,2012-2014,01/02/2012,9.8,,2012,Staten Island
13347,13347,629197,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,503,Willowbrook,2015-2017,01/01/2015,7.7,,2015,Staten Island
13348,13348,151421,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,501,Port Richmond,2009-2011,01/01/2009,5.7,,2009,Staten Island
13349,13349,629195,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,501,Port Richmond,2015-2017,01/01/2015,5.2,,2015,Staten Island
13350,13350,518734,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,501,Port Richmond,2012-2014,01/02/2012,5.0,,2012,Staten Island
13351,13351,131018,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,502,Stapleton - St. George,2005-2007,01/01/2005,8.7,,2005,Staten Island
13352,13352,151422,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,502,Stapleton - St. George,2009-2011,01/01/2009,8.4,,2009,Staten Island
13353,13353,518732,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,409,Southeast Queens,2012-2014,01/02/2012,4.3,,2012,Queens
13354,13354,629193,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,409,Southeast Queens,2015-2017,01/01/2015,4.1,,2015,Queens
13355,13355,151420,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,410,Rockaways,2009-2011,01/01/2009,9.0,,2009,Queens
13356,13356,629194,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,410,Rockaways,2015-2017,01/01/2015,7.7,,2015,Queens
13357,13357,518733,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,410,Rockaways,2012-2014,01/02/2012,9.4,,2012,Queens
13358,13358,131016,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,410,Rockaways,2005-2007,01/01/2005,11.7,,2005,Queens
13359,13359,518731,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,408,Jamaica,2012-2014,01/02/2012,5.4,,2012,Queens
13360,13360,131014,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,408,Jamaica,2005-2007,01/01/2005,5.5,,2005,Queens
13361,13361,629192,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,408,Jamaica,2015-2017,01/01/2015,5.1,,2015,Queens
13362,13362,151418,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,408,Jamaica,2009-2011,01/01/2009,5.2,,2009,Queens
13363,13363,131015,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,409,Southeast Queens,2005-2007,01/01/2005,4.3,,2005,Queens
13364,13364,151419,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,409,Southeast Queens,2009-2011,01/01/2009,4.3,,2009,Queens
13365,13365,629190,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,406,Fresh Meadows,2015-2017,01/01/2015,5.1,,2015,Queens
13366,13366,151416,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,406,Fresh Meadows,2009-2011,01/01/2009,4.8,,2009,Queens
13367,13367,151417,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,407,Southwest Queens,2009-2011,01/01/2009,4.0,,2009,Queens
13368,13368,518730,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,407,Southwest Queens,2012-2014,01/02/2012,4.1,,2012,Queens
13369,13369,131013,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,407,Southwest Queens,2005-2007,01/01/2005,3.9,,2005,Queens
13370,13370,629191,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,407,Southwest Queens,2015-2017,01/01/2015,3.8,,2015,Queens
13371,13371,151415,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,405,Ridgewood - Forest Hills,2009-2011,01/01/2009,5.5,,2009,Queens
13372,13372,518728,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,405,Ridgewood - Forest Hills,2012-2014,01/02/2012,6.0,,2012,Queens
13373,13373,131011,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,405,Ridgewood - Forest Hills,2005-2007,01/01/2005,6.7,,2005,Queens
13374,13374,629189,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,405,Ridgewood - Forest Hills,2015-2017,01/01/2015,5.3,,2015,Queens
13375,13375,131012,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,406,Fresh Meadows,2005-2007,01/01/2005,4.9,,2005,Queens
13376,13376,518729,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,406,Fresh Meadows,2012-2014,01/02/2012,5.4,,2012,Queens
13377,13377,151413,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,403,Flushing - Clearview,2009-2011,01/01/2009,5.4,,2009,Queens
13378,13378,629187,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,403,Flushing - Clearview,2015-2017,01/01/2015,5.8,,2015,Queens
13379,13379,131010,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,404,Bayside - Little Neck,2005-2007,01/01/2005,4.8,,2005,Queens
13380,13380,629188,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,404,Bayside - Little Neck,2015-2017,01/01/2015,5.3,,2015,Queens
13381,13381,151414,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,404,Bayside - Little Neck,2009-2011,01/01/2009,4.5,,2009,Queens
13382,13382,518727,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,404,Bayside - Little Neck,2012-2014,01/02/2012,4.8,,2012,Queens
13383,13383,131008,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,402,West Queens,2005-2007,01/01/2005,3.0,,2005,Queens
13384,13384,151412,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,402,West Queens,2009-2011,01/01/2009,3.0,,2009,Queens
13385,13385,518725,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,402,West Queens,2012-2014,01/02/2012,3.4,,2012,Queens
13386,13386,629186,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,402,West Queens,2015-2017,01/01/2015,3.5,,2015,Queens
13387,13387,131009,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,403,Flushing - Clearview,2005-2007,01/01/2005,5.0,,2005,Queens
13388,13388,518726,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,403,Flushing - Clearview,2012-2014,01/02/2012,5.9,,2012,Queens
13389,13389,518723,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,310,Lower Manhattan,2012-2014,01/02/2012,2.5,,2012,Manhattan
13390,13390,629184,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,310,Lower Manhattan,2015-2017,01/01/2015,2.7,,2015,Manhattan
13391,13391,151411,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,401,Long Island City - Astoria,2009-2011,01/01/2009,3.5,,2009,Queens
13392,13392,131007,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,401,Long Island City - Astoria,2005-2007,01/01/2005,3.8,,2005,Queens
13393,13393,518724,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,401,Long Island City - Astoria,2012-2014,01/02/2012,4.2,,2012,Queens
13394,13394,629185,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,401,Long Island City - Astoria,2015-2017,01/01/2015,4.3,,2015,Queens
13395,13395,131005,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,309,Union Square - Lower East Side,2005-2007,01/01/2005,3.9,,2005,N/A
13396,13396,151409,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,309,Union Square - Lower East Side,2009-2011,01/01/2009,4.0,,2009,N/A
13397,13397,518722,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,309,Union Square - Lower East Side,2012-2014,01/02/2012,4.7,,2012,N/A
13398,13398,629183,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,309,Union Square - Lower East Side,2015-2017,01/01/2015,4.5,,2015,N/A
13399,13399,151410,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,310,Lower Manhattan,2009-2011,01/01/2009,2.8,,2009,Manhattan
13400,13400,131006,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,310,Lower Manhattan,2005-2007,01/01/2005,3.8,,2005,Manhattan
13401,13401,518720,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,307,Gramercy Park - Murray Hill,2012-2014,01/02/2012,3.4,,2012,N/A
13402,13402,629181,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,307,Gramercy Park - Murray Hill,2015-2017,01/01/2015,3.6,,2015,N/A
13403,13403,518721,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,308,Greenwich Village - SoHo,2012-2014,01/02/2012,2.8,,2012,N/A
13404,13404,629182,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,308,Greenwich Village - SoHo,2015-2017,01/01/2015,2.9,,2015,N/A
13405,13405,131004,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,308,Greenwich Village - SoHo,2005-2007,01/01/2005,3.1,,2005,N/A
13406,13406,151408,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,308,Greenwich Village - SoHo,2009-2011,01/01/2009,3.4,,2009,N/A
13407,13407,131002,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,306,Chelsea - Clinton,2005-2007,01/01/2005,4.0,,2005,N/A
13408,13408,151406,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,306,Chelsea - Clinton,2009-2011,01/01/2009,3.4,,2009,N/A
13409,13409,518719,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,306,Chelsea - Clinton,2012-2014,01/02/2012,3.7,,2012,N/A
13410,13410,629180,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,306,Chelsea - Clinton,2015-2017,01/01/2015,3.4,,2015,N/A
13411,13411,151407,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,307,Gramercy Park - Murray Hill,2009-2011,01/01/2009,3.6,,2009,N/A
13412,13412,131003,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,307,Gramercy Park - Murray Hill,2005-2007,01/01/2005,3.2,,2005,N/A
13413,13413,518717,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,304,Upper West Side,2012-2014,01/02/2012,4.8,,2012,N/A
13414,13414,629178,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,304,Upper West Side,2015-2017,01/01/2015,4.6,,2015,N/A
13415,13415,518718,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,305,Upper East Side,2012-2014,01/02/2012,4.3,,2012,N/A
13416,13416,151405,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,305,Upper East Side,2009-2011,01/01/2009,4.0,,2009,N/A
13417,13417,131001,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,305,Upper East Side,2005-2007,01/01/2005,4.0,,2005,N/A
13418,13418,629179,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,305,Upper East Side,2015-2017,01/01/2015,3.8,,2015,N/A
13419,13419,130999,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,303,East Harlem,2005-2007,01/01/2005,4.7,,2005,N/A
13420,13420,629177,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,303,East Harlem,2015-2017,01/01/2015,5.2,,2015,N/A
13421,13421,151403,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,303,East Harlem,2009-2011,01/01/2009,4.7,,2009,N/A
13422,13422,518716,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,303,East Harlem,2012-2014,01/02/2012,5.3,,2012,N/A
13423,13423,131000,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,304,Upper West Side,2005-2007,01/01/2005,4.2,,2005,N/A
13424,13424,151404,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,304,Upper West Side,2009-2011,01/01/2009,4.1,,2009,N/A
13425,13425,130997,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,301,Washington Heights,2005-2007,01/01/2005,3.1,,2005,N/A
13426,13426,518714,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,301,Washington Heights,2012-2014,01/02/2012,3.9,,2012,N/A
13427,13427,151402,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,302,Central Harlem - Morningside Heights,2009-2011,01/01/2009,4.3,,2009,N/A
13428,13428,518715,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,302,Central Harlem - Morningside Heights,2012-2014,01/02/2012,4.7,,2012,N/A
13429,13429,629176,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,302,Central Harlem - Morningside Heights,2015-2017,01/01/2015,4.4,,2015,N/A
13430,13430,130998,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,302,Central Harlem - Morningside Heights,2005-2007,01/01/2005,5.0,,2005,N/A
13431,13431,518713,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,211,Williamsburg - Bushwick,2012-2014,01/02/2012,3.9,,2012,Brooklyn
13432,13432,130996,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,211,Williamsburg - Bushwick,2005-2007,01/01/2005,4.0,,2005,Brooklyn
13433,13433,151400,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,211,Williamsburg - Bushwick,2009-2011,01/01/2009,3.7,,2009,Brooklyn
13434,13434,629174,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,211,Williamsburg - Bushwick,2015-2017,01/01/2015,3.7,,2015,Brooklyn
13435,13435,151401,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,301,Washington Heights,2009-2011,01/01/2009,3.2,,2009,N/A
13436,13436,629175,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,301,Washington Heights,2015-2017,01/01/2015,3.3,,2015,N/A
13437,13437,518711,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,208,Bensonhurst - Bay Ridge,2012-2014,01/02/2012,6.5,,2012,Brooklyn
13438,13438,151398,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,208,Bensonhurst - Bay Ridge,2009-2011,01/01/2009,7.2,,2009,Brooklyn
13439,13439,130995,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,210,Coney Island - Sheepshead Bay,2005-2007,01/01/2005,9.6,,2005,Brooklyn
13440,13440,151399,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,210,Coney Island - Sheepshead Bay,2009-2011,01/01/2009,8.9,,2009,Brooklyn
13441,13441,629173,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,210,Coney Island - Sheepshead Bay,2015-2017,01/01/2015,8.5,,2015,Brooklyn
13442,13442,518712,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,210,Coney Island - Sheepshead Bay,2012-2014,01/02/2012,8.0,,2012,Brooklyn
13443,13443,130993,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,208,Canarsie - Flatlands,2005-2007,01/01/2005,5.6,,2005,Brooklyn
13444,13444,151397,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,208,Canarsie - Flatlands,2009-2011,01/01/2009,5.7,,2009,Brooklyn
13445,13445,518710,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,208,Canarsie - Flatlands,2012-2014,01/02/2012,5.9,,2012,Brooklyn
13446,13446,629171,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,208,Canarsie - Flatlands,2015-2017,01/01/2015,6.0,,2015,Brooklyn
13447,13447,629172,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,208,Bensonhurst - Bay Ridge,2015-2017,01/01/2015,6.3,,2015,Brooklyn
13448,13448,130994,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,208,Bensonhurst - Bay Ridge,2005-2007,01/01/2005,8.1,,2005,Brooklyn
