,Location,Count Date,Day,24 Hr. Total Vol.,Unnamed: 4,coordinates
22604,TOWNSEND AVENUE E/O CITY TERRACE DRIVE,03/12/2008 12:00:00 AM,Wed,1575,"TOWNSEND AVENUE E/O CITY TERRACE DRIVE, california","34.0557676, -118.1808542"
22605,TOWNSEND AVENUE S/O MICHIGAN AVENUE,10/02/2012 12:00:00 AM,Tue,1130,"TOWNSEND AVENUE S/O MICHIGAN AVENUE, california","42.5446844, -83.2150197"
22606,TRAFALGAR AVENUE S/O RORIMER STREET,05/04/2010 12:00:00 AM,Tue,1392,"TRAFALGAR AVENUE S/O RORIMER STREET, california","34.0071, -117.8971534"
22607,TRAIL 4 N/O KAGEL CANYON ROAD,03/25/2007 12:00:00 AM,Sun,62,"TRAIL 4 N/O KAGEL CANYON ROAD, california","34.3011341, -118.3760565"
22608,TRAIL 4 N/O KAGEL CANYON ROAD,03/24/2007 12:00:00 AM,Sat,62,"TRAIL 4 N/O KAGEL CANYON ROAD, california","34.3011341, -118.3760565"
22609,TRAIL 4 N/O KAGEL CANYON ROAD,03/23/2007 12:00:00 AM,Fri,51,"TRAIL 4 N/O KAGEL CANYON ROAD, california","34.3011341, -118.3760565"
22610,TRAIL 4 N/O KAGEL CANYON ROAD,03/22/2007 12:00:00 AM,Thur,59,"TRAIL 4 N/O KAGEL CANYON ROAD, california","34.3011341, -118.3760565"
22611,TRANBARGER STREET E/O OTTERBEIN AVENUE,04/06/2008 12:00:00 AM,Sun,754,"TRANBARGER STREET E/O OTTERBEIN AVENUE, california","33.9876085, -117.8848255"
22612,TRANBARGER STREET E/O OTTERBEIN AVENUE,04/05/2008 12:00:00 AM,Sat,900,"TRANBARGER STREET E/O OTTERBEIN AVENUE, california","33.9876085, -117.8848255"
22613,TRANBARGER STREET E/O OTTERBEIN AVENUE,04/04/2008 12:00:00 AM,Fri,854,"TRANBARGER STREET E/O OTTERBEIN AVENUE, california","33.9876085, -117.8848255"
22614,SCOTT AVENUE S/O WOODCREST DRIVE,06/06/2015 12:00:00 AM,Sat,2386,"SCOTT AVENUE S/O WOODCREST DRIVE, california","33.9285659, -118.000653"
22615,TRANBARGER STREET E/O OTTERBEIN AVENUE,04/03/2008 12:00:00 AM,Thur,762,"TRANBARGER STREET E/O OTTERBEIN AVENUE, california","33.9876085, -117.8848255"
22616,TREELANE AVENUE N/O MAGNIS STREET,09/07/2008 12:00:00 AM,Sun,432,"TREELANE AVENUE N/O MAGNIS STREET, california","34.1177762, -118.0077969"
22617,PALM AVENUE W/O RIDLEY AVENUE,04/16/2016 12:00:00 AM,Sat,3532,"PALM AVENUE W/O RIDLEY AVENUE, california","30.34248049999999, -81.7286136"
22618,TREELANE AVENUE N/O MAGNIS STREET,09/06/2008 12:00:00 AM,Sat,549,"TREELANE AVENUE N/O MAGNIS STREET, california","34.1177762, -118.0077969"
22619,TREELANE AVENUE N/O MAGNIS STREET,09/05/2008 12:00:00 AM,Fri,1000,"TREELANE AVENUE N/O MAGNIS STREET, california","34.1177762, -118.0077969"
22620,TREELANE AVENUE N/O MAGNIS STREET,09/04/2008 12:00:00 AM,Thur,962,"TREELANE AVENUE N/O MAGNIS STREET, california","34.1177762, -118.0077969"
22621,TREELANE AVENUE N/O MAGNIS STREET,09/03/2008 12:00:00 AM,Wed,920,"TREELANE AVENUE N/O MAGNIS STREET, california","34.1177762, -118.0077969"
22622,TREELANE AVENUE S/O MAGNIS STREET,09/07/2008 12:00:00 AM,Sun,84,"TREELANE AVENUE S/O MAGNIS STREET, california","34.1177762, -118.0077969"
22623,TREELANE AVENUE S/O MAGNIS STREET,09/06/2008 12:00:00 AM,Sat,186,"TREELANE AVENUE S/O MAGNIS STREET, california","34.1177762, -118.0077969"
22624,TREELANE AVENUE S/O MAGNIS STREET,09/05/2008 12:00:00 AM,Fri,610,"TREELANE AVENUE S/O MAGNIS STREET, california","34.1177762, -118.0077969"
22625,TREELANE AVENUE S/O MAGNIS STREET,09/04/2008 12:00:00 AM,Thur,584,"TREELANE AVENUE S/O MAGNIS STREET, california","34.1177762, -118.0077969"
22626,TREELANE AVENUE S/O MAGNIS STREET,09/03/2008 12:00:00 AM,Wed,576,"TREELANE AVENUE S/O MAGNIS STREET, california","34.1177762, -118.0077969"
22627,UPPER BIG TUJUNGA CANYON ROAD S/O ANGELES FOREST HIGHWAY,06/06/2013 12:00:00 AM,Thur,219,"UPPER BIG TUJUNGA CANYON ROAD S/O ANGELES FOREST HIGHWAY, california","34.3168052, -118.0057584"
22628,VAIL AVENUE N/O CONDOR STREET,10/26/2009 12:00:00 AM,Mon,6456,"VAIL AVENUE N/O CONDOR STREET, california","35.20649179999999, -80.8186216"
22629,SPY GLASS HILL ROAD W/O WOODMAR DRIVE,06/07/2015 12:00:00 AM,Sun,2740,"SPY GLASS HILL ROAD W/O WOODMAR DRIVE, california","34.0088118, -118.0451659"
22630,VAIL AVENUE N/O ELM STREET,11/01/2008 12:00:00 AM,Sat,2379,"VAIL AVENUE N/O ELM STREET, california","42.09557849999999, -87.9840851"
22631,SPY GLASS HILL ROAD W/O WOODMAR DRIVE,06/06/2015 12:00:00 AM,Sat,3227,"SPY GLASS HILL ROAD W/O WOODMAR DRIVE, california","34.0088118, -118.0451659"
22632,VAIL AVENUE N/O ELM STREET,10/31/2008 12:00:00 AM,Fri,6399,"VAIL AVENUE N/O ELM STREET, california","42.09557849999999, -87.9840851"
22633,VAIL AVENUE N/O ELM STREET,10/30/2008 12:00:00 AM,Thur,6624,"VAIL AVENUE N/O ELM STREET, california","42.09557849999999, -87.9840851"
22634,VAIL AVENUE N/O ELM STREET,10/29/2008 12:00:00 AM,Wed,6604,"VAIL AVENUE N/O ELM STREET, california","42.09557849999999, -87.9840851"
22635,VAIL AVENUE S/O ELM STREET,06/12/2012 12:00:00 AM,Tue,2613,"VAIL AVENUE S/O ELM STREET, california","35.20649179999999, -80.8186216"
22636,VAIL AVENUE S/O ELM STREET,06/12/2012 12:00:00 AM,Tue,2613,"VAIL AVENUE S/O ELM STREET, california","35.20649179999999, -80.8186216"
22637,VAIL AVENUE S/O ELM STREET,10/26/2009 12:00:00 AM,Mon,3072,"VAIL AVENUE S/O ELM STREET, california","35.20649179999999, -80.8186216"
22638,VAL VERDE ROAD N/O SAN MARTINEZ ROAD,04/17/2007 12:00:00 AM,Tue,509,"VAL VERDE ROAD N/O SAN MARTINEZ ROAD, california","34.4470696, -118.6631763"
22639,VALCARLOS AVENUE N/O ESPITO STREET,01/08/2013 12:00:00 AM,Tue,1754,"VALCARLOS AVENUE N/O ESPITO STREET, california","33.9898008, -117.9084168"
22640,VALCARLOS AVENUE N/O ESPITO STREET,07/16/2008 12:00:00 AM,Wed,1284,"VALCARLOS AVENUE N/O ESPITO STREET, california","33.9898008, -117.9084168"
22641,VALCARLOS AVENUE S/O COMPANARIO DRIVE,06/11/2014 12:00:00 AM,Wed,1341,"VALCARLOS AVENUE S/O COMPANARIO DRIVE, california","33.98999, -117.9021743"
22642,VALCARLOS AVENUE S/O COMPANARIO DRIVE,06/10/2014 12:00:00 AM,Tue,1311,"VALCARLOS AVENUE S/O COMPANARIO DRIVE, california","33.98999, -117.9021743"
22643,VALENCIA AVENUE N/O DENLEY STREET,01/06/2014 12:00:00 AM,Mon,444,"VALENCIA AVENUE N/O DENLEY STREET, california","34.0102198, -117.9704846"
22644,VALENCIA STREET S/O SPRINGPORT DRIVE,03/18/2007 12:00:00 AM,Sun,1249,"VALENCIA STREET S/O SPRINGPORT DRIVE, california","33.9843556, -117.8801788"
22645,KANE AVENUE N/O CLOSE STREET,06/08/2015 12:00:00 AM,Mon,275,"KANE AVENUE N/O CLOSE STREET, california",N/A
22646,VALENCIA STREET S/O SPRINGPORT DRIVE,03/17/2007 12:00:00 AM,Sat,1290,"VALENCIA STREET S/O SPRINGPORT DRIVE, california","33.9843556, -117.8801788"
22647,VALENCIA STREET S/O SPRINGPORT DRIVE,03/16/2007 12:00:00 AM,Fri,1561,"VALENCIA STREET S/O SPRINGPORT DRIVE, california","33.9843556, -117.8801788"
22648,VALENCIA STREET S/O SPRINGPORT DRIVE,03/15/2007 12:00:00 AM,Thur,1480,"VALENCIA STREET S/O SPRINGPORT DRIVE, california","33.9843556, -117.8801788"
22649,VALENCIA STREET W/O EDMORE AVENUE,03/18/2007 12:00:00 AM,Sun,1323,"VALENCIA STREET W/O EDMORE AVENUE, california","37.7539138, -122.4210319"
22650,LAKE MANOR DRIVE W/O VENTURA WAY,06/06/2015 12:00:00 AM,Sat,4868,"LAKE MANOR DRIVE W/O VENTURA WAY, california","37.4432552, -79.2026602"
22651,VALENCIA STREET W/O EDMORE AVENUE,03/17/2007 12:00:00 AM,Sat,1571,"VALENCIA STREET W/O EDMORE AVENUE, california","37.7539138, -122.4210319"
22652,VERMONT AVENUE S/O 104TH STREET,06/26/2010 12:00:00 AM,Sat,26254,"VERMONT AVENUE S/O 104TH STREET, california","33.94232119999999, -118.2915966"
22653,VERMONT AVENUE S/O 104TH STREET,06/25/2010 12:00:00 AM,Fri,29555,"VERMONT AVENUE S/O 104TH STREET, california","33.94232119999999, -118.2915966"
22654,VERMONT AVENUE S/O 104TH STREET,06/24/2010 12:00:00 AM,Thur,27295,"VERMONT AVENUE S/O 104TH STREET, california","33.94232119999999, -118.2915966"
22655,VERMONT AVENUE S/O 108TH STREET,01/30/2007 12:00:00 AM,Tue,31663,"VERMONT AVENUE S/O 108TH STREET, california","33.9382065, -118.2915901"
22656,VERMONT AVENUE S/O 110TH STREET,09/25/2013 12:00:00 AM,Wed,29945,"VERMONT AVENUE S/O 110TH STREET, california","33.9355009, -118.2919311"
22657,VERMONT AVENUE S/O 110TH STREET,06/27/2010 12:00:00 AM,Sun,23957,"VERMONT AVENUE S/O 110TH STREET, california","33.9355009, -118.2919311"
22658,VERMONT AVENUE S/O 110TH STREET,06/26/2010 12:00:00 AM,Sat,28049,"VERMONT AVENUE S/O 110TH STREET, california","33.9355009, -118.2919311"
22659,VERMONT AVENUE S/O 110TH STREET,06/25/2010 12:00:00 AM,Fri,31794,"VERMONT AVENUE S/O 110TH STREET, california","33.9355009, -118.2919311"
22660,VERMONT AVENUE S/O 110TH STREET,06/24/2010 12:00:00 AM,Thur,29179,"VERMONT AVENUE S/O 110TH STREET, california","33.9355009, -118.2919311"
22661,CORNISHCREST ROAD E/O THEIS AVENUE,06/08/2015 12:00:00 AM,Mon,637,"CORNISHCREST ROAD E/O THEIS AVENUE, california","33.9328124, -118.0231525"
22662,VERMONT AVENUE S/O 120TH STREET,01/30/2007 12:00:00 AM,Tue,19971,"VERMONT AVENUE S/O 120TH STREET, california","33.9236683, -118.2918108"
22663,VERMONT AVENUE S/O 124TH STREET,06/27/2010 12:00:00 AM,Sun,13056,"VERMONT AVENUE S/O 124TH STREET, california","33.920075, -118.2915546"
22664,VERMONT AVENUE S/O 124TH STREET,06/26/2010 12:00:00 AM,Sat,16068,"VERMONT AVENUE S/O 124TH STREET, california","33.920075, -118.2915546"
22665,VERMONT AVENUE S/O 124TH STREET,06/25/2010 12:00:00 AM,Fri,18192,"VERMONT AVENUE S/O 124TH STREET, california","33.920075, -118.2915546"
22666,VERMONT AVENUE S/O 124TH STREET,06/24/2010 12:00:00 AM,Thur,17444,"VERMONT AVENUE S/O 124TH STREET, california","33.920075, -118.2915546"
22667,VERMONT AVENUE S/O 220TH STREET,03/23/2014 12:00:00 AM,Sun,11430,"VERMONT AVENUE S/O 220TH STREET, california","33.8280835, -118.2902876"
22668,VERMONT AVENUE S/O 220TH STREET,03/22/2014 12:00:00 AM,Sat,13215,"VERMONT AVENUE S/O 220TH STREET, california","33.8280835, -118.2902876"
22669,LAKE MANOR DRIVE E/O LAKEVIEW TERRACE,06/06/2015 12:00:00 AM,Sat,5463,"LAKE MANOR DRIVE E/O LAKEVIEW TERRACE, california","28.96156299999999, -81.6508545"
22670,VERMONT AVENUE S/O 220TH STREET,03/21/2014 12:00:00 AM,Fri,18653,"VERMONT AVENUE S/O 220TH STREET, california","33.8280835, -118.2902876"
22671,VERMONT AVENUE S/O 220TH STREET,03/20/2014 12:00:00 AM,Thur,18778,"VERMONT AVENUE S/O 220TH STREET, california","33.8280835, -118.2902876"
22672,VERMONT AVENUE S/O 220TH STREET,03/19/2014 12:00:00 AM,Wed,19010,"VERMONT AVENUE S/O 220TH STREET, california","33.8280835, -118.2902876"
22673,VERMONT AVENUE S/O 223RD STREET,03/23/2014 12:00:00 AM,Sun,13201,"VERMONT AVENUE S/O 223RD STREET, california","33.8245093, -118.2903558"
22674,VERMONT AVENUE S/O 223RD STREET,03/22/2014 12:00:00 AM,Sat,15761,"VERMONT AVENUE S/O 223RD STREET, california","33.8245093, -118.2903558"
22675,VERMONT AVENUE S/O 223RD STREET,03/21/2014 12:00:00 AM,Fri,20712,"VERMONT AVENUE S/O 223RD STREET, california","33.8245093, -118.2903558"
22676,VERMONT AVENUE S/O 223RD STREET,03/20/2014 12:00:00 AM,Thur,20275,"VERMONT AVENUE S/O 223RD STREET, california","33.8245093, -118.2903558"
22677,EASTVALE ROAD N/O RAINBOW RIDGE ROAD,06/10/2015 12:00:00 AM,Wed,307,"EASTVALE ROAD N/O RAINBOW RIDGE ROAD, california","33.7743869, -118.3580002"
22678,VERMONT AVENUE S/O 223RD STREET,03/19/2014 12:00:00 AM,Wed,20725,"VERMONT AVENUE S/O 223RD STREET, california","33.8245093, -118.2903558"
22679,VERMONT AVENUE S/O 223RD STREET,09/18/2011 12:00:00 AM,Sun,12779,"VERMONT AVENUE S/O 223RD STREET, california","33.8245093, -118.2903558"
22680,VERMONT AVENUE S/O 223RD STREET,09/17/2011 12:00:00 AM,Sat,14787,"VERMONT AVENUE S/O 223RD STREET, california","33.8245093, -118.2903558"
22681,VIDORA DRIVE E/O DUENAS DRIVE,06/02/2011 12:00:00 AM,Thur,1472,"VIDORA DRIVE E/O DUENAS DRIVE, california","33.982112, -117.902807"
22682,VIDORA DRIVE E/O DUENAS DRIVE,06/01/2011 12:00:00 AM,Wed,1525,"VIDORA DRIVE E/O DUENAS DRIVE, california","33.982112, -117.902807"
22683,VIEWRIDGE ROAD E/O HEIDI LANE,11/06/2013 12:00:00 AM,Wed,772,"VIEWRIDGE ROAD E/O HEIDI LANE, california","40.698926, -82.5333577"
22684,VIEWRIDGE ROAD E/O HEIDI LANE,07/18/2012 12:00:00 AM,Wed,831,"VIEWRIDGE ROAD E/O HEIDI LANE, california","40.698926, -82.5333577"
22685,VIEWRIDGE ROAD E/O HEIDI LANE,07/17/2012 12:00:00 AM,Tue,741,"VIEWRIDGE ROAD E/O HEIDI LANE, california","40.698926, -82.5333577"
22686,VIEWRIDGE ROAD E/O HEIDI LANE,07/16/2012 12:00:00 AM,Mon,720,"VIEWRIDGE ROAD E/O HEIDI LANE, california","40.698926, -82.5333577"
22687,VILLA CANYON ROAD W/O OLYMPIC STREET,10/16/2007 12:00:00 AM,Tue,1112,"VILLA CANYON ROAD W/O OLYMPIC STREET, california","34.0524214, -118.4179412"
22688,SCOTT AVENUE S/O WOODCREST DRIVE,06/07/2015 12:00:00 AM,Sun,1993,"SCOTT AVENUE S/O WOODCREST DRIVE, california","33.9285659, -118.000653"
22689,VILLA CANYON ROAD W/O OLYMPIC STREET,10/15/2007 12:00:00 AM,Mon,1084,"VILLA CANYON ROAD W/O OLYMPIC STREET, california","34.0524214, -118.4179412"
22690,VILLA CANYON ROAD W/O OLYMPIC STREET,10/14/2007 12:00:00 AM,Sun,814,"VILLA CANYON ROAD W/O OLYMPIC STREET, california","34.0524214, -118.4179412"
22691,VILLA CANYON ROAD W/O OLYMPIC STREET,10/13/2007 12:00:00 AM,Sat,898,"VILLA CANYON ROAD W/O OLYMPIC STREET, california","34.0524214, -118.4179412"
22692,VILLA CANYON ROAD W/O OLYMPIC STREET,10/12/2007 12:00:00 AM,Fri,1051,"VILLA CANYON ROAD W/O OLYMPIC STREET, california","34.0524214, -118.4179412"
22693,LELAND AVENUE N/O UTICA STREET,12/16/2014 12:00:00 AM,Tue,1939,"LELAND AVENUE N/O UTICA STREET, california","43.1099034, -75.2095291"
22694,VILLA CANYON ROAD W/O OLYMPIC STREET,10/11/2007 12:00:00 AM,Thur,992,"VILLA CANYON ROAD W/O OLYMPIC STREET, california","34.0524214, -118.4179412"
22695,VILLA CANYON ROAD W/O OLYMPIC STREET,10/10/2007 12:00:00 AM,Wed,989,"VILLA CANYON ROAD W/O OLYMPIC STREET, california","34.0524214, -118.4179412"
22696,VILLA CORTA STREET W/O ZENITH AVENUE,06/14/2011 12:00:00 AM,Tue,352,"VILLA CORTA STREET W/O ZENITH AVENUE, california","34.0194406, -117.9172207"
22697,VILLA PARK STREET E/O LOCHMERE AVENUE,06/11/2013 12:00:00 AM,Tue,1740,"VILLA PARK STREET E/O LOCHMERE AVENUE, california","34.0098807, -117.8960135"
22698,VILLA PARK STREET E/O LOCHMERE AVENUE,04/03/2013 12:00:00 AM,Wed,1619,"VILLA PARK STREET E/O LOCHMERE AVENUE, california","34.0098807, -117.8960135"
22699,VILLA PARK STREET E/O LOCHMERE AVENUE,04/02/2013 12:00:00 AM,Tue,1578,"VILLA PARK STREET E/O LOCHMERE AVENUE, california","34.0098807, -117.8960135"
22700,VILLA PARK STREET E/O VENTANA AVENUE,06/28/2009 12:00:00 AM,Sun,427,"VILLA PARK STREET E/O VENTANA AVENUE, california","41.8897519, -87.98895429999999"
22701,VILLA PARK STREET E/O VENTANA AVENUE,06/27/2009 12:00:00 AM,Sat,511,"VILLA PARK STREET E/O VENTANA AVENUE, california","41.8897519, -87.98895429999999"
22702,VILLA PARK STREET E/O VENTANA AVENUE,06/26/2009 12:00:00 AM,Fri,464,"VILLA PARK STREET E/O VENTANA AVENUE, california","41.8897519, -87.98895429999999"
22703,VILLA PARK STREET E/O VENTANA AVENUE,06/25/2009 12:00:00 AM,Thur,426,"VILLA PARK STREET E/O VENTANA AVENUE, california","41.8897519, -87.98895429999999"
22704,VILLA PARK STREET E/O VIDALIA AVENUE,01/20/2014 12:00:00 AM,Mon,617,"VILLA PARK STREET E/O VIDALIA AVENUE, california","41.8897519, -87.98895429999999"
22705,PALM AVENUE W/O RIDLEY AVENUE,04/17/2016 12:00:00 AM,Sun,3508,"PALM AVENUE W/O RIDLEY AVENUE, california","30.34248049999999, -81.7286136"
22706,PALM AVENUE W/O RIDLEY AVENUE,04/18/2016 12:00:00 AM,Mon,4741,"PALM AVENUE W/O RIDLEY AVENUE, california","30.34248049999999, -81.7286136"
22707,VILLA PARK STREET E/O VIDALIA AVENUE,01/19/2014 12:00:00 AM,Sun,624,"VILLA PARK STREET E/O VIDALIA AVENUE, california","41.8897519, -87.98895429999999"
22708,TRIGGS STREET E/O DOWNEY ROAD,09/26/2010 12:00:00 AM,Sun,1035,"TRIGGS STREET E/O DOWNEY ROAD, california","34.0146506, -118.1698316"
22709,TRIGGS STREET E/O DOWNEY ROAD,09/25/2010 12:00:00 AM,Sat,1276,"TRIGGS STREET E/O DOWNEY ROAD, california","34.0146506, -118.1698316"
22710,TRIGGS STREET E/O DOWNEY ROAD,09/24/2010 12:00:00 AM,Fri,1513,"TRIGGS STREET E/O DOWNEY ROAD, california","34.0146506, -118.1698316"
22711,TRIGGS STREET E/O DOWNEY ROAD,09/23/2010 12:00:00 AM,Thur,1407,"TRIGGS STREET E/O DOWNEY ROAD, california","34.0146506, -118.1698316"
22712,TRIGGS STREET E/O EASTERN AVENUE,09/16/2008 12:00:00 AM,Tue,4891,"TRIGGS STREET E/O EASTERN AVENUE, california","34.0108517, -118.1620573"
22713,TRIGGS STREET E/O EASTERN AVENUE,09/15/2008 12:00:00 AM,Mon,5078,"TRIGGS STREET E/O EASTERN AVENUE, california","34.0108517, -118.1620573"
22714,TRIGGS STREET E/O MARIANNA AVENUE,09/16/2008 12:00:00 AM,Tue,1273,"TRIGGS STREET E/O MARIANNA AVENUE, california","34.035748, -118.175016"
22715,TRIGGS STREET E/O MARIANNA AVENUE,09/15/2008 12:00:00 AM,Mon,1321,"TRIGGS STREET E/O MARIANNA AVENUE, california","34.035748, -118.175016"
22716,TRIGGS STREET E/O MCDONNELL AVENUE,09/16/2008 12:00:00 AM,Tue,4634,"TRIGGS STREET E/O MCDONNELL AVENUE, california","34.0231987, -118.1678106"
22717,TRIGGS STREET E/O MCDONNELL AVENUE,09/15/2008 12:00:00 AM,Mon,4826,"TRIGGS STREET E/O MCDONNELL AVENUE, california","34.0231987, -118.1678106"
22718,TRIGGS STREET E/O RT 5 S/B RAMPS,05/26/2008 12:00:00 AM,Mon,3849,"TRIGGS STREET E/O RT 5 S/B RAMPS, california","34.0146506, -118.1698316"
22719,TRIGGS STREET E/O RT 5 S/B RAMPS,05/25/2008 12:00:00 AM,Sun,3890,"TRIGGS STREET E/O RT 5 S/B RAMPS, california","34.0146506, -118.1698316"
22720,TRIGGS STREET E/O RT 5 S/B RAMPS,05/24/2008 12:00:00 AM,Sat,5101,"TRIGGS STREET E/O RT 5 S/B RAMPS, california","34.0146506, -118.1698316"
22721,TRIGGS STREET E/O RT 5 S/B RAMPS,05/23/2008 12:00:00 AM,Fri,6586,"TRIGGS STREET E/O RT 5 S/B RAMPS, california","34.0146506, -118.1698316"
22722,TRIGGS STREET E/O RT 5 S/B RAMPS,05/22/2008 12:00:00 AM,Thur,6021,"TRIGGS STREET E/O RT 5 S/B RAMPS, california","34.0146506, -118.1698316"
22723,TRIGGS STREET E/O SUNOL DRIVE,09/26/2010 12:00:00 AM,Sun,1023,"TRIGGS STREET E/O SUNOL DRIVE, california","37.5149918, -121.8310722"
22724,TRIGGS STREET E/O SUNOL DRIVE,09/25/2010 12:00:00 AM,Sat,1255,"TRIGGS STREET E/O SUNOL DRIVE, california","37.5149918, -121.8310722"
22725,TRIGGS STREET E/O SUNOL DRIVE,09/24/2010 12:00:00 AM,Fri,1445,"TRIGGS STREET E/O SUNOL DRIVE, california","37.5149918, -121.8310722"
22726,TRIGGS STREET E/O SUNOL DRIVE,09/23/2010 12:00:00 AM,Thur,1428,"TRIGGS STREET E/O SUNOL DRIVE, california","37.5149918, -121.8310722"
22727,TRIGGS STREET E/O SUNOL DRIVE,12/20/2009 12:00:00 AM,Sun,1072,"TRIGGS STREET E/O SUNOL DRIVE, california","37.5149918, -121.8310722"
22728,TRIGGS STREET E/O SUNOL DRIVE,12/19/2009 12:00:00 AM,Sat,1346,"TRIGGS STREET E/O SUNOL DRIVE, california","37.5149918, -121.8310722"
22729,TRIGGS STREET E/O SUNOL DRIVE,12/18/2009 12:00:00 AM,Fri,1390,"TRIGGS STREET E/O SUNOL DRIVE, california","37.5149918, -121.8310722"
22730,TRIGGS STREET E/O SUNOL DRIVE,12/17/2009 12:00:00 AM,Thur,1569,"TRIGGS STREET E/O SUNOL DRIVE, california","37.5149918, -121.8310722"
22731,TRIGGS STREET E/O SUNOL DRIVE,12/16/2009 12:00:00 AM,Wed,1571,"TRIGGS STREET E/O SUNOL DRIVE, california","37.5149918, -121.8310722"
22732,TRIGGS STREET E/O SUNOL DRIVE,12/15/2009 12:00:00 AM,Tue,1327,"TRIGGS STREET E/O SUNOL DRIVE, california","37.5149918, -121.8310722"
22733,TRIGGS STREET E/O SUNOL DRIVE,12/14/2009 12:00:00 AM,Mon,1528,"TRIGGS STREET E/O SUNOL DRIVE, california","37.5149918, -121.8310722"
22734,VALENCIA STREET W/O EDMORE AVENUE,03/16/2007 12:00:00 AM,Fri,1977,"VALENCIA STREET W/O EDMORE AVENUE, california","37.7539138, -122.4210319"
22735,VALENCIA STREET W/O EDMORE AVENUE,03/15/2007 12:00:00 AM,Thur,1835,"VALENCIA STREET W/O EDMORE AVENUE, california","37.7539138, -122.4210319"
22736,VALEPORT AVENUE W/O 177TH STREET E,02/26/2014 12:00:00 AM,Wed,100,"VALEPORT AVENUE W/O 177TH STREET E, california","34.6200674, -117.8148458"
22737,VALEPORT AVENUE W/O 177TH STREET E,02/25/2014 12:00:00 AM,Tue,104,"VALEPORT AVENUE W/O 177TH STREET E, california","34.6200674, -117.8148458"
22738,VALINDA AVENUE N/O WING LANE,12/11/2012 12:00:00 AM,Tue,12861,"VALINDA AVENUE N/O WING LANE, california","34.028366, -117.9286346"
22739,VALINDA AVENUE N/O WING LANE,12/05/2012 12:00:00 AM,Wed,6111,"VALINDA AVENUE N/O WING LANE, california","34.028366, -117.9286346"
22740,VALLECITO DRIVE N/O CAMINO DEL SUR,12/11/2013 12:00:00 AM,Wed,6354,"VALLECITO DRIVE N/O CAMINO DEL SUR, california","33.0201523, -117.1237637"
22741,VALLECITO DRIVE N/O CAMINO DEL SUR,12/20/2009 12:00:00 AM,Sun,4520,"VALLECITO DRIVE N/O CAMINO DEL SUR, california","33.0201523, -117.1237637"
22742,VALLECITO DRIVE N/O CAMINO DEL SUR,12/19/2009 12:00:00 AM,Sat,5557,"VALLECITO DRIVE N/O CAMINO DEL SUR, california","33.0201523, -117.1237637"
22743,LAKE MANOR DRIVE W/O VENTURA WAY,06/07/2015 12:00:00 AM,Sun,4157,"LAKE MANOR DRIVE W/O VENTURA WAY, california","37.4432552, -79.2026602"
22744,VALLECITO DRIVE N/O CAMINO DEL SUR,12/18/2009 12:00:00 AM,Fri,7718,"VALLECITO DRIVE N/O CAMINO DEL SUR, california","33.0201523, -117.1237637"
22745,VALLECITO DRIVE N/O CAMINO DEL SUR,12/17/2009 12:00:00 AM,Thur,7542,"VALLECITO DRIVE N/O CAMINO DEL SUR, california","33.0201523, -117.1237637"
22746,VALLECITO DRIVE N/O CAMINO DEL SUR,12/16/2009 12:00:00 AM,Wed,7319,"VALLECITO DRIVE N/O CAMINO DEL SUR, california","33.0201523, -117.1237637"
22747,VALLECITO DRIVE N/O CAMINO DEL SUR,12/15/2009 12:00:00 AM,Tue,7364,"VALLECITO DRIVE N/O CAMINO DEL SUR, california","33.0201523, -117.1237637"
22748,VALLECITO DRIVE N/O LA SUBIDA DRIVE,12/20/2009 12:00:00 AM,Sun,5789,"VALLECITO DRIVE N/O LA SUBIDA DRIVE, california","33.989507, -117.970082"
22749,PROSPECT AVENUE E/O PENNSYLVANIA AVENUE (N),04/19/2016 12:00:00 AM,Tue,386,"PROSPECT AVENUE E/O PENNSYLVANIA AVENUE (N), california","40.2126408, -75.26607280000002"
22750,VALLECITO DRIVE N/O LA SUBIDA DRIVE,12/19/2009 12:00:00 AM,Sat,7148,"VALLECITO DRIVE N/O LA SUBIDA DRIVE, california","33.989507, -117.970082"
22751,VALLECITO DRIVE N/O LA SUBIDA DRIVE,12/18/2009 12:00:00 AM,Fri,9701,"VALLECITO DRIVE N/O LA SUBIDA DRIVE, california","33.989507, -117.970082"
22752,VALLECITO DRIVE N/O LA SUBIDA DRIVE,12/17/2009 12:00:00 AM,Thur,9312,"VALLECITO DRIVE N/O LA SUBIDA DRIVE, california","33.989507, -117.970082"
22753,VALLECITO DRIVE N/O LA SUBIDA DRIVE,12/16/2009 12:00:00 AM,Wed,9072,"VALLECITO DRIVE N/O LA SUBIDA DRIVE, california","33.989507, -117.970082"
22754,VALLECITO DRIVE N/O LA SUBIDA DRIVE,12/15/2009 12:00:00 AM,Tue,8914,"VALLECITO DRIVE N/O LA SUBIDA DRIVE, california","33.989507, -117.970082"
22755,VALLECITO DRIVE N/O LA SUBIDA DRIVE,12/14/2009 12:00:00 AM,Mon,8735,"VALLECITO DRIVE N/O LA SUBIDA DRIVE, california","33.989507, -117.970082"
22756,VALLECITO DRIVE N/O MANZANITA DRIVE,03/05/2008 12:00:00 AM,Wed,12507,"VALLECITO DRIVE N/O MANZANITA DRIVE, california","33.9978477, -117.9831779"
